ID,comment,predicted_sentiment
8059,မျှော်လိုက်ရတာဗျာ🎉,positive
8060,ဘယ်လိုလည်းထင်နေတာဗျာ တကယ်တမ်းတော့ လည်းတောင်ပေ့်သူမလေးကိုလာသွားတာကိုးဗျ😂😂,neutral
8061,ဘဲရီးကကျနေတာပဲဗျာ😂😂,positive
8062,နှင့်မေအတိုင်းပဲ😢,negative
8063,အရင်လိုပဲသစ်လွင်ဆဲကိုကိုရာ😭🧡🍀,positive
8064,ဒီဘဲ ချယ်ရီကို ရက်စက်သွားတာ အဘဲကိုသက်ကွာ,negative
8065,လှလိုက်တဲ့သီချင်းလေး 🎉🎉🎉🎉🎉,positive
8066,မိုက်ချကိ,positive
8067,ဘာလိုမညားတာလဲ😢😢😢,negative
8069,ဘဲရီး မင်းသားတောင်လုပ်လို့ရပြီ🎉,neutral
8070,ဟာကွာ အမြူးကြီးကနေ အဆွေးဘက်ကြီး😢,neutral
8071,လဒီဘက်တောင်ပေါ်မှာလည်းချယ်ရီပန်းစပွင့်တဲ့အချိန်ဆိုတော့ရင်ထဲပိုထိတာပေါ့,positive
8072,လေးက်ို လုပ်ရက်လိုက်တာဗျာ 😔😔😔,negative
8073,မြေပြန့်သားများအားမယုံသင့်ကြောင်း,neutral
8074,ဒီဘဲငါ့လိုပဲ ရှမ်းမလေးတစ်ယောက်ကို ခဲ့တာ 😁,neutral
8075,ရှမ်းပြည်မှာလာရနုက်ပေးသွားတဲ့အတွက်ကျေးဇူးတင်ပါတယ်ဗျာ🎉,neutral
8076,မမြတ်ရတနာကျော်နဲ့ရိုက်ထားတာတော့ကွက်တိပါဘဲဒါပေမယ့်ဆရာကြီးက ကိုယ်တွေကိုအသဲခွဲနေကြဆိုတော့ မှာလည်းအသဲခွဲသွားပြန်ပြီ😅,neutral
8077,ကြီးကဗျာ,neutral
8078,ချယ်ရီတွေ ရန်ကုန်လာ လို့ ဒီတစ်ခါ ချယ်ရီတွေ ပြန် ခံရပြီ 😝😝😝,neutral
8079,မျှော်နေရတာ ကြီးကရက်စက်😫,positive
8080,ဘဲကြီး သရုပ်ဆောင်လုပ်လို့ရပြီ,neutral
8081,နွေးေနွးထွေးလေးနဲ့ငြိမ့်ငြိမ့်လေး,neutral
8082,အိုး,neutral
8083,ရင်ထဲတောင်စို့တယ်,positive
8084,ယောကျာ်းတွေ မကောင်းဘူးလို့ အပြောက ခံရတော့မယ်😢,negative
8085,စောက်ရမ်းလန်းတယ်ဗျာ🎉,positive
8086,ကိုကို နှစ်ခါ ဂျေရ်ရက်ဆက်လိုက်တာ😢,negative
8087,ကိုယ်မပိုင်ဆိုင်လိုက်ရတဲ့တောင်ပေါ်သူလေးတောင်သတိရသွားပီ,negative
8088,မမြတ်ရတနာကျော်နဲ့ကွက်တိပဲဗျာ အပြင်မှာပိုချစ်စရာလေးအဲ့အမက,positive
8089,ကောင်းပြီဗျာ,positive
8090,🤘🤘🤘ကျေးဇူးပါဗျာ အာပေးရကျိုးနက်တေ,positive
8091,အသဲကွဲဆရာကြီးလဲဒီတခါ တာပဲ,positive
8092,အမယ် နောက်ဆုံးကျတော့ သူ့ချစ်ချစ်နဲ့ပဲ ပေါင်းဖက်သွားရပါတယ်ပေါ့🤭,negative
8093,ရှမ်းလေး,positive
8095,ခံလိုက်ရတာကြီးက,positive
8096,ကြိုက်တယ်ကြိုက်တယ်,positive
8097,ဆရာသမားက နောက်ဆုံးမှာ တစ်ကွက်ပြသွားသေးတယ်😊😊😊😊😊,positive
8098,ပြုံးပြုံးကြီးကြည့်နေရတယ်ကွာမိုက်တယ်,positive
8099,ဇာတ်သိမ်းကြီးကကွာ ချယ်ရီလေး သနားပါတယ်😥🌸,positive
8100,လုံး၀ အကောင်းဆုံးနဲ့သီချင်းကြီး,positive
8101,နောက် ဆုံးတော့ကြည့်ရပီ,positive
8103,ချယ်ရီလေးသနားပါတယ်😢,negative
8104,ဘာလို့တစ်ခြားတစ်ယောက်နဲ့ယူတာလဲရှင်းပြအုံးချယ်ရီလေးချစ်စရာလေးကို,positive
8105,ဟင့် လေးကိုအသဲခွဲသွားတာပေါ့ မြေပြန့်သားကိုကိုကြီးက😢🌸💗,positive
8106,🐐 🐐 🐐,positive
8107,ဒီလောက်ကောင်းတဲ့ မရှိဘူးလို့ပြောရလောက်တဲ့ထိ ကိုကောင်းတယ်ဗျာ,positive
8108,ဘာရယ် မှန်းမသိပေမဲ့ ချယ်ရီ ဆိုမြတ်နိုးမိတယ်,neutral
8109,နောက်၁၀နှစ်ကျရင်ပြန်ဆုံကျမယ်မှာ,neutral
8110,ညာသွားတာလား မညားတာလား😢,negative
8111,ကြီးက😢မြေပြန့်သားရက်စက်😢,negative
8112,အဲ့သီချင်းကိုကြိုက်တဲ့ကောင်တောသား မကျေနပ်ရင်လိုက်,positive
8113,သစ္စာမဲ့လိုက်တာဗျာ,positive
8114,မြေပြန့်သားက ချယ်ရီကို ပလေးသွားတာဟ 😂,neutral
8115,ဒီကေနဲ့မှပိုလ်ုက်သလိုလိုပဲ🎉,neutral
8116,နောက်ဆုံးတော့လဲတရား၀င်ချစ်သူလေးနဲ့ဘဲအဆုံးသက်,positive
8117,ရိုးတယ္,positive
8118,ဖြစ်ရပ်မှန်ကိုအခြေခံထားတာလား,neutral
8119,ကိုယ်နဲ့စပြီးတစ်ခြားသူနဲ့ဆုံးသွားတဲ့ဇာတ်လမ်း😅,negative
8120,ဒီမှာကောင်းမလေးရေ သီချင်းက သရုပ်ဆောင်မလေးမလား ချစ်ဆုံးလေး,neutral
8121,ကြိုက်ပါသည်,positive
8123,ကိုကို နှုတ်ခမ်းဖျားကထွက်လာတဲ့သီချင်းတိုင်းကလှပနေရော🥺,positive
8124,လေးကတကယ့်ကိုချစ်စရာလေး မျှော်ရတာနဲ့တန်နေရောမမကလည်းလှ သရုပ်ဆောင်ကလည်းကောင်း ဇာတ်သိမ်းကဘာလို့အဲ့လိုလည်းလို့,neutral
8125,ကောင်မလေးကလည်းလှ၊ဇာတ်လမ်းလေးကလည်းမိုက်နေရော,neutral
8126,အရမ်းကြိုက်တယ် လေးရော လေးရော,positive
8127,ငါတို့ဘဲကြီးမိုက်နေ,positive
8128,မျှော်လင့်ရကျိုးနပ််တယ် ကြီးက,positive
8129,ကြီးက 🥹,positive
8130,ဘာလုပ်လိုက်တာလဲ ဘဲကြီးရာ သူဖြစ်ရမှာလေဗျာ😢,neutral
8131,အရမ်းချစ်တယ်ဘဲကြီး ကျွန်တော်ကောင်မလေးတောင်အလိုမပြောဘူးဘူးနော်😂,negative
8132,မှာ မနိုးကို ထည့်ချပစ်လိုက်တာ 😂 နဲ့ နဲ့ တကယ် ပဲ ကိုကို,positive
8133,ကလောဈေးထဲက စားခဲ့တဲ့ ရှမ်းခေါက်ဆွဲဆိုင်လေး,neutral
8134,ကြိုက်လိုက်တာချယ်ရီရယ်🌸,positive
8135,မမမြတ်အရမ်းကြိုက်တယ် ငိုနေတဲ့အခန်းကြွေဆင်း,positive
8136,သီချင်းလေးကချစ်စရာလေး🤍,positive
8137,ကိိုယ့်ကောင်မလေးနဲ့ကိုယ်ပြန်ညားသွားတာပေါ့လေ🥹,negative
8138,တော့သဝန်တိုနေတော့မာပဲ့,neutral
8139,သီချင်းကိုစနားထောင်တုန်းက ပန်း တွေနဲ့တွေက ကိုယ်အကြိူက်မဟုတ်တော့ သိပ်နားမထောင်ဖြစ်ခဲ့ဖူး ခု လေးနဲ့တွဲပြီးမြင်လိုက်နားထောင်လိုက်ရတော့ တကယ့်အနှစ်ဗျာ,negative
8140,နောက်ဆုံးက ဘာကြီးလဲ ဟာဗျာ,neutral
8141,ကိုဂျင်မီတို့ရက်စက်ချက်ကွာ💔 မနိုကထိအပိုင်သိမ်းတာနော်🧐,negative
8142,အရမ်းကောင်းလွန်းပါတယ်ဗျာ,positive
8143,လေးတကယ်မိုက်တယ်ဗျာ,positive
8144,အရမ်းမိုက်ရမ်းကြိုက်,positive
8145,ရှယ်ပါပဲရှင်,positive
8146,မြေပြန့်သားတွေမကောင်းဘူး😔,negative
8147,လေးက ချစ်ဖို့ကောင်း😍ဒီသီချင်းကြားရင် ပြင်ဦးလွင်သွားချင်စိတ်တွေပေါက်ပြန်ရော🙂,positive
8148,အလိုလိုတောင်ပြုံးမိသွားတယ် အရမ်းမိုက်တယ်,positive
8150,စောင့်နေတာလေးး,positive
8151,မတရား လိုက်တာ ချယ်ရိ လေးကို,positive
8152,ကောင်းတယ်ဗျာ😍,positive
8153,မမြတ်နဲ့ သီချင်းလေးနဲ့ လိုက် ချစ်စရာလေး,positive
8154,တစ်ခုလုံး 😍ရာသီဥတုနဲ့လိုက်တဲ့ သီချင်းလေ,positive
8155,ကောင်းလွန်းပါတယ်,negative
8157,ဘယ်လိုကြီးတုန်းဗျာ အစကြီးက ရှယ်ကောင်းနေပြီးတော့ နောက်ပိုင်းက လဲမဟုတ် မင်းသမီးက စောင့်နေတာ ဘဲကြီးကတော့ မိန်းမတောင်ရသွားပြီ😢,negative
8158,အဲ့မမ က ကလေးနှစ်ယောက်အမေ တဲ့ 😢😢ကျေကွဲပြီလေ။။,negative
8159,မျောလိုက်ရတာဗျာ ထွက်လာတော့လည်းအရမ်းမိုက်တယ်လို့,positive
8160,ရှင်ရက်စက်တယ်ကွယ် 😢😢😊,negative
8161,ကြည့်ပြီးတော့ သဝန်တိုသွားတယ်😥🤧,positive
8162,လေးအရမ်းကြည့်ကောင်းတယ်,positive
8164,ရှု့ခင်းတွေကလှတယ်ဗျာ ဘယ်မြို့မှာသွားရိုက်ကြတာလဲ,neutral
8165,နောက်ဆုံးကြီးကကွာ😭,positive
8166,ကောင်မလေးကရှယ်ချစ်စရာလေးဗျာ လည်းအရမ်းမိုက်ပဲ,positive
8167,ဟ,neutral
8168,ခဗျားလူလိမ်ချယ်ရီကိုထားခဲ့တယ်,positive
8169,ပန်းကအတုကြီးဒီချိန်ဆိုကိုယ်တွေကျိုင်းတုံမှာ အစစ်တွေပွင့်နေပီ လာခူးကွယ့်,negative
8170,ကချစ်စရာလေးပါကွာ,positive
8171,💝💐,positive
8172,လွန်တာပေါ့ ဇာတ်သိမ်းက ချယ်ရီ ကကျေးဇူးပါတဲ့,neutral
8173,တကယ် မိုက်တယ်,positive
8174,ဆော်လေးလှထှာကွာ🤧🤧,positive
8175,နောက်ဆုံးကပုံက ရည်းစားအစစ်နဲ့လားးး😮,positive
8176,ပေးချင်တဲ့ က မြေပြန့်သားတွေကို မယုံကြပါနဲ့ ချယ်ရီတို့တဲ့,neutral
8177,အိုး စောင့်နေတာကြာပြီဗျာ,positive
8178,မကြိုက်ဘူး ပြန်ရိုက်ပေး,neutral
8179,စောင့်နေတာ 💞,positive
8180,🌸🌸,positive
8181,သီချင်းက နဲ့မှပိုမိုက်သွားသလို,positive
8182,အကုန်မိုက်တယ် နောက်ဆုံးကျမှ ဗမာကားအကွက်ကြီး ဖမ်းသွားတယ် အချစ်သီချင်းကို ဘာလို့မပေါင်းပေးတာလဲ,positive
8185,တောင်ပေါ်မြို့သူလေး,neutral
8186,မမမြတ်က ရှယ်လှနေရော် 🌸ကလေးအမေလို့ကို မထင်ရဘူး။,positive
8187,🍷🍷🍷🍷🎉,positive
8190,အောင်ရဲလင်းထင်နေတာ တော်သေး ကြီးဖြစ်နေတာ,neutral
8191,မြေပြန့်သားက ချယ်ရီပန်းကိုပလေးသွားတာ,neutral
8192,မိုက်တယ်🎉,positive
8194,သဘောကျလိုက်တာ😭🌸,positive
8195,မိုက်လွန်းပါတယ် ဘဲကြီးရာ,positive
8196,မြေပြန့်သားကွာ ချယ်ရီပန်းလေးကိုထားခဲ့တယ်😢,negative
8198,ချယ်ရီကိုထားခဲ့ရက်တယ်ပေါ့ အိုကေနော်,positive
8199,ဟာ စောင့်နေတာကြာပြီ ဘဲကြီးရာ😭😭😭,positive
8200,အချစ်ဆိုတာ ကွေကွင်းခြင်းပါ😢😢😢😢,negative
8202,ချယ်ရီကိုမမြင်ဖူးသလို သူမအချစ်ကိုလည်း မမြင်ခဲ့ဖူးဘူး😢😢😢,negative
8203,ကလေးအမေကလှလိုက်တာ,positive
8204,ဘဲရီးရက်စက်တယ်ဗျာ😢,negative
8205,လှလိုက်တဲ့တို့ရှမ်းပြည်နဲ့ ရှမ်းမလေး,neutral
8206,စောင့်နေတဲ့သူမှာကျမျှော်နေရပြီး ထွက်သွားတဲ့သူမှာကျ နောက်တစ်ယောက်နဲ့ဇာတ်သိမ်း,negative
8207,မြတ်ကြောင့်သီချင်းလေးပိုလှတယ်,positive
8209,အားပေးနေပါတယ်🎉,positive
8210,ကိုအာဘွိုင်းမိန်းမ မလား,neutral
8211,ကလေးအမေလို့ကိုမထင်ရဘူး,positive
8212,ချယ်ရီပန်းကို ချစ်တယ်😢,negative
8214,မမမြတ်က တကယ်ချစ်စရာလေး🤢,positive
8215,ချစ်တာက တစ်ယောက် ယူသွားတာက တစ်ယောက် 😂😂,positive
8216,ဘာလဲကွာ ကြီးက,neutral
8217,မင်းသမီးရွေးတတ်တယ် မမြတ်ရတနာကျော်နဲ့ ကွတ်တိပဲ,positive
8218,ငလူးမ လိမို့ ဖောက်ပြန်တာလား,neutral
8219,စောင့်နေရတာ တန်သွားပြီ🎉 ညအလင်း လုပ်ပါအုန်း,positive
8220,ဟယ် မဟုတ်သေးပါဘူး အဲ့လိုကြီးတော့ဇာတ်မသိမ်းနဲ့လေ😭,negative
8221,ချယ်ရီရဲ့သီချင်းတွေအများကြီးပဲဒါပေမယ့်ဒီသီချင်းကအထိဆုံးပဲ,positive
8222,😭🤌🏾,positive
8223,က ရှယ်ဗျာ,positive
8224,ချယ်ရီလေးသနားပါတယ် 😢,negative
8225,မိုက်မယ်ဆိုတာ သိပြီးသားပါ ဘဲကြီးရာ 🧎🏻🔥,positive
8226,ရှယ်ကြွေ,positive
8227,သွားကြီးဖြီးပြီးကြည့်နေရတယ်ဟယ် အရမ်းကြိုက်တာပဲ မမြတ်ကသေအောင်လှတယ်🥹,positive
8228,မောင်သွားတော့မယ်ဆို အာဘွားလေးတော့ပေးသင့်တယ်လေ ကိုကြီးရယ်🥹,positive
8229,ကိုရီး လုံး၀ ကြိုက်တယ် ဗျာ 🥺🥰🥰🥰,positive
8230,သီချင်းလေးလဲမိုက် ရှု့ခင်းကလဲရှယ်လှ မမမြတ်ကတော့အလှဆုံးပေါ့,positive
8231,သီချင်းလေးရော ချယ်ရီပန်းလေးရောချစ်စရာလေးဗျာ💟,positive
8232,တခါတလေတော့သတိရမိတယ်အရင်ကအချိန်တွေကို,negative
8233,တကယ်ကြွေပြီးတကယ်ကြိုက်တယ် တော့ ကာတယ်လို့ထင်မိ့တယ်😢,positive
8234,သရုပ်ဆောင်လေး ကြည့်ပြီးမျောသွားတာပဲ နောက်ဆုံးခန်းလေးမှာ မျှော်နေသူလေး😢,positive
8236,ခလေးအမေနဲ့,neutral
8237,မိုက်တယ်ကကျွတ်ထွက်နေတာ,positive
8238,နောက်တီးလုံးကမိုက်,negative
8239,နှုတ်ခမ်းမွှေးကြီးနဲ့ပြုံးတာကြီးကလွန်တာပေါ့😂😂,positive
8240,တောင်ပေါ်သားေလးရဲ့အချစ်,positive
8241,အမလေး ကြိုက်လိုက်တာ ကိုဂျေကြီးရဲ့,positive
8243,နောက်ကျသွားပြီကွာ,negative
8244,လေးသနားပါတယ် အဲ့ကြောင့်မြေပြန့်သားတွေမကြိုက်တာ😞,neutral
8245,လီးဝောင်မဆိုဘူး,negative
8246,ကြီးကရက်စက်,negative
8247,နောက်ဆုံးအမှတ်တရတွေနဲ့မဆုံဖစ်တော့တဲ့ချယ်ရီမြေက သူမကို လွမ်းမိတယ်,negative
8248,မှာနှလုံးသားလေးနာကျင်သွားပြီ,negative
8250,ဒီ လေးထွက်ဖို့စောင့်နေတာ,positive
8251,မြူနှင်းလေးများရဲ့ အထဲ ဒီပန်းလေးလှနေတယ်🎶🎶🎶,positive
8252,ချယ်ရီပန်းက မွှေးလို့လား,neutral
8253,🎉🎉 🎉🎉,positive
8255,အရမ်းကြိုက်သွားပြီ ဒါပေမယ့်ချယ်ရီမမလေးသနားပါတယ်😢,positive
8257,မသီရိကိုချစ်တယ်😢,negative
8258,ပန်းလေးက ချစ်စရာလေးဗျ,positive
8259,ကလေးနှစ်ယောက်မိခင်က လှလွန်းပါတယ်ကွာ,negative
8260,သိပ်ကြိုက်သွားပြီ,positive
8261,ကြိုက့တယ်ဗျာ,positive
8262,ရှယ်ကြိုက်တယ်ဗျာ,positive
8263,ကြီးကဗျာ 😿,neutral
8264,လုံးဝပြည့်စုံနေရောဗျာ သီချင်းရော ကော🥰,positive
8265,တောင်ပေါ်သူလေးက စောင့်နေတာကို အကျင့်မကောင်းဘူး 😞,negative
8266,မိုက်ပြီးမိုက်ပြီး,positive
8267,ချယ်ရီကိုသဘောကျနေပြီ,positive
8269,အညာသားရုပ်နဲ့ မင်းသားက 😂😂😂😂😂,positive
8270,ပြုံးကြည့်နေရပိဟေ့,neutral
8271,အတော်ဆုံး,positive
8272,ဒီသီချင်းစထွက်တည်းထဲက ရှမ်းမလေးတေကို ရည်းစားတော်ချင်လာတယ်🥲,positive
8273,အဲ့လိုတောင်ပေါ်သူလေးနဲ့တော့တွဲဖူးချင်တယ်,neutral
8274,အသေကြိုက်,positive
8278,အဲဒါကြောင့် မြေပြန့်သားတွေ မယုံရတာပေါ့ 😢,negative
8279,နောက်ဆုံးပိုင်းကဘယ်လိုဖြစ်သွားတာတုန်းဗျို့ ပေါင်းခွင့်ရသွားတာလား နောက်တစ်ယောက်ရသွားတာလားးး,negative
8280,တကယ်မိုက်တယ်ဟ,positive
8283,ကောင်မလေးနဲ့ တခုလောက် လုပ်ပါ အမှတ်တရရှိရအောင်လို့,positive
8284,တွေပဲ ကြိုက်တယ် 😅😅😅,positive
8285,ဘဲကြီးမိုက်နေပြီ,positive
8289,ဟဲ့ ဘယ်လိုကြီးလဲ,neutral
8290,မောင်သန်းးအေးး သားးအငယ်က။ ကားးမပြင်တက်ဖူးးလားး,neutral
8291,ပါပဲဗျာ🖤,positive
8292,ကြိုက်တယ်ဗျာ😊,positive
8293,မျှော်နေတာဗျာ😊,positive
8295,သူ့စော် သူ ထည့် ပြီး ဒီဘဲ ဘာ တုန်း ဟ,neutral
8296,ရှမ်းမလေးလိုချင်သွားတယ်,negative
8297,ကလေးအမေနော်,neutral
8298,ဟာနောက်ဆုံးမာဘူနက်ရသွားတာ,neutral
8301,တို့တောင်ပေါ်သူလေးကိုအိမ်မက်တွေပေးသွားတာပေါ့,negative
8302,တစ်စုံတစ်ယောက်ကိုမျှော်နေတုန်းလား,positive
8303,ချစ်စရာလေး🎉,positive
8305,လေးကချစ်စရာလေး,positive
8306,ချစ်လိုက်တာနှစ်ရောက်လုံး အရမ်းကြိုက်သောဘဲ,positive
8307,အရင်ကကြိုက်ခဲရသော မိန်းမပျိုလေးနဲ့,neutral
8309,စောင့်နေတာ သူအမျိုးသမီးလေးကိုတော့ မထည့်မှာစိတ်တွေပူနေတာနောက်ဆံုးမှာပါလေရ့ဲ😍😍,positive
8311,အဆုံးသတ်လေးလှရင်ပြိမိုက်မှည😢,negative
8312,ရေ အမှတ်တရပါ,positive
8313,ကိုယ်တွေကလောကိုလာရိုက်ထားတာ😁💗,positive
8314,ကြိုက်လိုက်တာ🌸,positive
8315,တီးခတ်ခွင့်ရခဲ့တဲ့ ကအလှပဆုံး ပန်းတစ်ပွင့်ဖြစ်သွားပြီဗျာ 💜🌸,negative
8316,နောက်ဆုံးက မမနိုးနိုးမလား,neutral
8317,ကျေးဇူး,neutral
8318,သဘောတေကျလိုက်တာယောက်လုံးချစ်စရာလေး,positive
8320,စောင့်နေတာ မနက်ကတည်းက,positive
8322,မိုက်နေပြီ,positive
8323,စောင့်နေတာနှစ်ေယာက်လုံးချစ်စရာလေးတွေ သီချင်းလေးကလည်းအရမ်းကောင်း,positive
8324,ကျွတ်ဆင်ကြီး,positive
8325,တောင်ပေါ်ကကုလားမလေးကိုချစ်တယ်,neutral
8327,အမ အဝတ်စားဖက်ရှင်လေး လှတယ်ဗျာ လိုက်ဖက်တယ် အမည်းလေး,positive
8329,မချယ်ရီရေ,neutral
8330,ကြိုက်နေရောပဲ🌸🌸🌸,positive
8331,ခုပဲကတွေ့လြိ့လာတာ 😶,positive
8332,ဘဲကြီးကမိမိုက်နေတာကွာ,positive
8333,နောက်ဆုံ ဓါတ်ပုံက အသက်ဟေ့ ပါးချိုင့်လေးလက်ထဲ ပါသွားပါရော 😂,neutral
8336,ထင်ခဲ့တာဗျာ,negative
8337,မျှော်နေတာလေး😘,positive
8338,ရှမ်းမလေး ကို ရှမ်းစကားနဲ့ ဒစ်ပြပါလား ကိုကြီး😂,neutral
8340,ဒီမြေပြန့်သားလေးကိုတော့ အိတ်ကပ်ထဲထည့်ခေါ်သွားချင်တယ်😭🌸🖤,positive
8342,အဆုံးသတ်ကြီးကလဲ🙄,positive
8344,မိုက်တယ် 💗,positive
8345,စောင့်နေတာ🤎,positive
8347,ကောင်မလေးကို မထားခဲ့ပါနဲ့😢😢,negative
8348,🌸💔,positive
8349,တအားလွှတ်ကြိုက်,positive
8350,ကြိုက်တယ် ကိုကို🤭သီချင်းက မိုက်ပြီးသားကပါထပ်မိမိုက်နေရော🎉,positive
8351,တော်ပါသေးတယ်စောင့်နေတာ,positive
8352,မျှော်နေတာလေး🎀🌸,positive
8354,👍🏻,positive
8355,တွေ့သားနဲ့ကိုခုမှကြည့်ဖြစ် မိုက်တယ် ဗျာရှယ်ပဲ 🎉🎉🎉,positive
8356,ထွက်တာတော့တကယ်ဖြစ်သွားတာ😭,negative
8357,သီချင်းကလဲ ကြိုက် ကလဲ မိုက်😅😅,positive
8358,အဲ့တာဘယ်နေရာလည်းဗျာ့ ကျွန်တော်လည်း ရောက်ဖူးခြင်လို့ဗျာ အဲ့လိုသာယာတဲ့နေရာလေး တစ်ခေါက်လောက်ဖြစ်ရောက်ဖူးခြင်တယ်ဗျာ,neutral
8359,အကို ဆိုသမျှသီချင်းတိုင်းနီးပါး ပေါက်တယ်နော် အားပေးနေပါတယ်ဗျ,positive
8361,မှာသီချင်းနားထောင်နေရင်းစောင့်နေတာ ဒီဘက်မှာအရင်တင်ပေးလို့ကျေးဇူးပါ😁,positive
8364,မိုက်တယ်ဗျာ က,positive
8365,အလုပ်ကအပြန် အမောပြေပီဗျာ ရှယ်ပဲ ကိုဂျေ 🌸🤎,positive
8367,ဘဲကြီး ချစ်တယ်🎉,positive
8369,ကြိုက်တယ်ရော,positive
8370,ချစ်လိုက်တာကိုကိုရာ😭💕,positive
8371,စောင့်နေတာလေး🎉,positive
8372,ကို သီချင်းတွေကို ကတည်းကထွက်သမျှအကုန်ကြိုက်,positive
8373,မြေပြန့်သားက ကားနဲ့လာပြီးရထားနဲ့ပြန်တာကားလစ်သွားပြီလား😅,neutral
8374,တွင်လာကြည့်သွားသည်🎉,positive
8375,ချယ်ရီ,positive
8376,စောင့်နေတာလေး🎉,positive
8377,ဘယ်ချိန်တင်မှာလဲ ခဏခဏတက်ကြည့်နေရတာ ရေ,neutral
8378,သီချင်းလေးရော ရောမိုက်တယ်,positive
8379,ကြိုက်တယ်ဗျာ ဒါစောင့်နေတာ အတော်ကြာပြီ ဒါနဲ့ ကို အတော်မိုက်တယ်နော်,positive
8382,ကြိုက်တယ်သီချငိးရောသရုပ်ဆောင်ရော,positive
8388,ကြိုက်တယ်ဗျို့ ကို,positive
8391,စောင့်နေရတာဗျာ😢,positive
8392,ဂွတ်ကြီးပါကွာ,neutral
8393,မိုက်တယ်ဝေးးး,positive
8394,ဝိုဟိုးး,neutral
8395,🏻💗🌸,positive
8396,🌝🤍,positive
8398,ကြိုက်တယ် ဗျာ့,positive
8403,ပါဘဲကြီးရေ😭🙏🏿,positive
8405,🌸စောင့်နေတာဗျာ,positive
8407,မျှော်နေတာလေးးး🎉,positive
8408,နောက်ဆုံး အဆုံးသတ် နှလုံးသားများ နေရာမှာ သုံးယောက်အတူတူတစ်ပြိုင်ထဲဆိုရင် ပိုမိုက်သွားမလားမသိ,neutral
8409,ကိုကိုအသံကြီးကကောင်းလွန်းပါတယ်ကွာအရမ်းကြိုက်နေပြီ,positive
8410,ဘယ်လောက်ဘဲချစ်ချစ်ကျနိခဲ့ရ,neutral
8411,ကျေးဇူးတင်ပါတယ် 💐,positive
8412,တချို့အချစ်တွေကမဆုံဆည်းဖြစ်ခဲ့ကြပေမယ့်မချစ်ခဲ့ကြတာလည်း မဟုတ်သလိုမချစ်ကြတော့တာလည်း မဟုတ်ပါဘူးဒီတိုင်းလေးပဲ တစ်ယောက်ရင်ထဲမှာ တစ်ယောက်တိတ်တိတ်လေး ထာဝရရှင်သန်သွားတော့တာပါပဲဂျူးဆုံလေရက်နဲ့လွမ်းလေခြင်း,negative
8413,တစ်ယောက်ထဲ ခွဲတောင် ငိုရတာဟယ် အခုကျ ၃ယောက်ပေါင်း အသည်းကွဲသီချင်းဆိုတာနော် ။ သူတို့အိ ပရိသတ်တွေအပေါ် ထားသည့်စေတနာပေါ့ ၊ ရတယ် ဟျောင့်တို့ ငိုပြမယ် ။ 😡🖐,positive
8415,မျှော်လင့်တိုင်းမဖြစ်တာ အချစ်လား ကံတရားလား🍀,neutral
8416,သူတို့ကသုံးယောက်ပေါင်းကျမတို့ကငို,neutral
8417,၂ဦး၂ဖက်ကသာ တဂယ်ချစ်ခဲ့ကြရင် အဆင်မပြေမှုတေ အကုန် ပြန်လည်ဖြည့်စွက်ပြီး ရှေ့ဆက်လို့ရတယ် ဘာလို့ ချစ်တယ်ဆိုတဲ့စကားကို တဘဝလုံးအတွက်မဟုတ်ဘဲ ပြောခဲ့ကြတာလဲ ငါတို့ဟာ ဆုံဆည်းခွင့်ပဲရှိပီး ပေါင်းဖက်ဖို့ကြ ဖစ်မလာနိုင်တော့ဘူးလားအချစ်ရေ မင်းကိုအပြစ်မတင်ရက်ဘူး ကံတရားကိုပဲ အပြစ်တင်မယ်,negative
8418,ကြိုက်လိုက်တာ ရာသီဥတုကအေးအေးနဲ့ဆွေးနေရပီ😢,negative
8419,ရည်းစားက မရှိပဲအသည်းကကွဲပြန်ပြီ😢,negative
8420,ကိုမင်္ဂလာပါဆိုင်မှာ မျက်နှာချင်းဆိုင်တွေ့ခဲ့ရလို့ ရင်ခုန်မိသော အမြဲအားပေးနေပါတယ်နော် တွေ့တုန်း နှုတ်ဆက်ချင်မိခဲ့ပါတယ် က မို့ ကိုတွေ့ချင်တဲ့သူနဲ့တွေ့ခွင့် ပေးတာလေး ကံတရားကိုလည်း ကျေးဇူးတင်မိတယ်,negative
8421,ဘဲရီးကို ကြိုက်လို့သာ ဒီသီချင်းကိုနားထောင်တာ တကယ်ဆို ကောင်မလေးက သဲသဲလှုပ်ချစ်တာ 👾,positive
8422,အသဲကွဲခြင်းရသအပြည့်ခံစားရပါတယ် နာကျင်လိုက်တာ ကအရမ်းပြည့်စုံပါတယ်🤍🤍,positive
8423,အသည်းကွဲတဲ့ရက်နဲ့ သီချင်း ထွက်တဲ့ရက်က ကွက်တိ😊,positive
8424,ရှယ် ဗျာ 🔥,positive
8425,ရှေ့ဆက်ဖို့မဖြစ်နိုင်တော့လို့ ငါနင့်ကိုထားခဲ့လိုက်တယ် မမအနာတွေလဲကျက်လောက်ပြီထင်ပါတယ်ပြန်မလိုချင်ပေမဲ့ တခါတလေတော့ ငါနင့်ကိုသတိရတယ်,negative
8426,စိတ်နာစရာတေဘယ်လောက်ရှိမမုန်းနိုင်တာလဲဝဋ်တမျိုးပဲ။,negative
8427,သဘောကျရပြန်ပြီ🤍,positive
